labno,unitno,serialno,compartid,compart,last_interpret_date,sampledate,processdate,oiladded,oilhours,actual_fluid_hours,meterread,oilchanged,filterchanged,evalcode,dateReported,Confirmed,Problem Solved,Action Taken,Si,Al,Cr,Fe,Pb,Cu,Sn,Ni,Na,K,Mo,Zn,Mg,Ca,P,B,ST,OXI,NIT,SUL,V100,TBN,W,FP,GF,PQ,W(PCT),PC06,PC14,ISO.6,ISO.14,Visual,Replaced,Life,RUL,Magnetic Plug,Magnetic Plug Rate,oilchanged rate
B18F141410,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,14-Jun-18,11-Jun-18,13-Jun-18,0,522,522,33921,FALSE,,B,14-Jun-18,FALSE,FALSE,FALSE,7,2,0,34,0,2,0,0,0,2,0,1138,9,2954,1067,2,,,,,23.33,,N,,,36,,35543,1255,22,17,-,0,6361,9639,B,2,0
B18E261010,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,26-May-18,24-May-18,26-May-18,0,251,251,33650,FALSE,FALSE,B,26-May-18,FALSE,FALSE,FALSE,6,1,0,25,0,1,0,0,1,1,0,972,8,2551,867,1,,,,,25.12,,N,,,24,,36832,1418,22,18,-,0,6090,9910,B,2,0
B18E080729,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,08-May-18,05-May-18,07-May-18,0,1038,1038,33399,TRUE,,B,08-May-18,FALSE,FALSE,FALSE,8,1,0,26,0,4,0,1,2,1,3,1212,9,3047,1180,0,,,,,24.53,,N,,,19,,21994,220,22,15,-,0,5839,10161,A,1,1
B18D102627,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,11-Apr-18,08-Apr-18,10-Apr-18,0,724,724,33085,FALSE,,B,11-Apr-18,FALSE,FALSE,FALSE,7,1,0,20,1,3,0,1,2,0,2,1146,9,3088,1088,0,,,,,23.39,,N,,,23,,27342,1171,22,17,-,0,5525,10475,A,1,0
B18C201905,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,20-Mar-18,18-Mar-18,19-Mar-18,0,495,495,32856,FALSE,,B,20-Mar-18,FALSE,FALSE,FALSE,6,2,0,22,1,2,0,0,3,2,2,1173,11,3072,1163,1,,,,,26.35,,N,,,18,,23516,466,22,16,-,0,5296,10704,A,1,0
B18C011612,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,02-Mar-18,27-Feb-18,01-Mar-18,0,240,240,32601,FALSE,,B,02-Mar-18,FALSE,FALSE,FALSE,6,0,0,14,1,1,0,0,3,2,2,1025,9,2804,1008,0,,,,,24.04,,N,,,10,,17814,346,21,16,-,0,5041,10959,A,1,0
B18B090534,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,09-Feb-18,08-Feb-18,09-Feb-18,0,1037,1037,32361,TRUE,,B,10-Feb-18,FALSE,FALSE,FALSE,11,1,0,16,0,1,0,0,1,1,0,1016,9,2625,999,0,,,,,23.52,,N,,,8,,18648,342,21,16,-,0,4801,11199,A,1,1
B18A190538,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,19-Jan-18,18-Jan-18,19-Jan-18,0,781,781,32105,FALSE,,B,19-Jan-18,FALSE,FALSE,FALSE,11,1,0,14,0,1,0,0,2,2,0,1006,9,2662,928,0,,,,,23.9,,N,,,9,,19077,419,21,16,-,0,4545,11455,B,2,0
B18A050312,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,05-Jan-18,31-Dec-17,03-Jan-18,0,537,537,31861,FALSE,,B,06-Jan-18,FALSE,FALSE,FALSE,1,0,0,7,0,0,0,0,0,1,1,1055,10,2762,1180,0,,,,,24.15,,N,,,3,,9466,572,20,16,-,0,4301,11699,A,1,0
B17L112814,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,12-Dec-17,08-Dec-17,11-Dec-17,0,277,277,31601,FALSE,,B,12-Dec-17,FALSE,FALSE,FALSE,7,1,0,7,0,0,0,0,0,1,1,1211,12,3132,1165,0,,,,,23.83,,N,,,3,,4744,173,19,15,-,0,4041,11959,A,1,0
B17K152132,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,16-Nov-17,12-Nov-17,14-Nov-17,0,1157,1157,31324,TRUE,,B,16-Nov-17,FALSE,FALSE,FALSE,5,2,0,16,1,2,0,0,2,1,0,1274,12,3242,1227,1,,,,,24.38,,N,,,10,,13360,311,21,15,-,0,3764,12236,A,1,1
B17J241401,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,24-Oct-17,22-Oct-17,24-Oct-17,0,851,851,31018,FALSE,,B,24-Oct-17,FALSE,FALSE,FALSE,3,1,0,8,0,1,0,1,0,0,0,1250,11,3462,1234,1,,,,,24.88,,N,,,5,,15579,361,21,16,-,0,3458,12542,A,1,0
B17J050908,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,05-Oct-17,04-Oct-17,05-Oct-17,0,576,576,30743,FALSE,,B,05-Oct-17,FALSE,FALSE,FALSE,4,1,0,9,0,1,0,0,2,0,0,1189,6,3179,1162,0,,,,,25.51,,N,,,5,,8144,262,20,15,-,0,3183,12817,A,1,0
B17I150219,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,15-Sep-17,14-Sep-17,15-Sep-17,0,324,324,30491,FALSE,,B,15-Sep-17,FALSE,FALSE,FALSE,4,1,0,7,0,0,0,0,0,3,0,1288,11,3647,1181,0,,,,,24.37,,N,,,8,,12577,202,21,15,-,0,2931,13069,A,1,0
B17H280401,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,28-Aug-17,25-Aug-17,26-Aug-17,,1043,1043,30167,TRUE,,B,28-Aug-17,FALSE,FALSE,FALSE,9,2,0,26,0,1,0,0,1,1,0,1216,11,2975,1171,0,,,,,25.59,,N,,,18,,27318,473,22,16,-,0,2607,13393,B,2,1
B17H092704,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,10-Aug-17,06-Aug-17,08-Aug-17,,791,791,29915,FALSE,,B,10-Aug-17,FALSE,FALSE,FALSE,6,2,1,25,0,1,0,0,0,0,0,1206,12,3220,1156,0,,,,,26.18,,N,,,26,,27267,598,22,16,-,0,2355,13645,B,2,0
B17G201208,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,20-Jul-17,17-Jul-17,19-Jul-17,,516,516,29640,FALSE,,B,20-Jul-17,FALSE,FALSE,FALSE,11,1,0,19,0,1,0,0,2,1,1,1251,12,3034,1186,0,,,,,25.8,,N,,,12,,23440,270,22,15,-,0,2080,13920,A,1,0
B17F300923,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,30-Jun-17,28-Jun-17,30-Jun-17,,256,256,29380,FALSE,,B,30-Jun-17,FALSE,FALSE,FALSE,9,2,0,15,0,1,0,0,0,2,0,1160,12,3096,1045,0,,,,,25.24,,N,,,29,,25387,1413,22,18,LQF MET,0,1820,14180,A,1,0
B17F063118,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,07-Jun-17,05-Jun-17,06-Jun-17,,999,999,29124,TRUE,,B,07-Jun-17,FALSE,FALSE,FALSE,6,1,0,15,0,1,0,0,1,0,1,1066,9,2837,1045,0,,,,,23.85,,N,,,11,,22947,492,22,16,-,0,1564,14436,A,1,1
B17E162907,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,17-May-17,14-May-17,16-May-17,,761,761,28886,FALSE,,B,17-May-17,FALSE,FALSE,FALSE,7,2,0,15,0,1,0,0,4,0,1,1242,10,3436,1238,0,,,,,25.14,,N,,,6,,18592,1082,21,17,-,0,1326,14674,B,2,0
B17D270721,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,27-Apr-17,26-Apr-17,27-Apr-17,,513,513,28638,FALSE,,B,27-Apr-17,FALSE,FALSE,FALSE,5,1,0,8,0,0,0,1,3,1,2,1106,11,2669,972,0,,,,,24.99,,N,,,4,,8975,205,20,15,-,0,1078,14922,B,2,0
B17D061121,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,06-Apr-17,04-Apr-17,06-Apr-17,,253,253,28378,FALSE,,B,06-Apr-17,FALSE,FALSE,FALSE,5,1,0,7,1,0,0,0,3,1,3,1286,12,3377,1130,1,,,,,24.02,,N,,,5,,10486,319,21,15,-,0,818,15182,A,1,0
B17C150805,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,15-Mar-17,13-Mar-17,15-Mar-17,,565,565,28125,TRUE,,B,15-Mar-17,FALSE,FALSE,FALSE,15,1,0,16,3,1,0,0,4,0,2,1227,9,3105,1166,2,,,,,25.6,,N,,,14,,23395,713,22,17,-,0,565,15435,B,2,1
B17B210930,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,21-Feb-17,20-Feb-17,21-Feb-17,,755,266,27826,FALSE,,B,21-Feb-17,FALSE,FALSE,FALSE,12,2,0,12,0,1,0,0,3,1,1,1213,10,3063,1119,0,,,,,25.52,,N,,,4,,24899,1473,22,18,-,0,266,15734,B,2,0
B17B030138,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,03-Feb-17,01-Feb-17,03-Feb-17,,489,489,27560,TRUE,,B,03-Feb-17,FALSE,FALSE,FALSE,6,1,0,8,0,0,0,0,0,1,7,941,8,2351,903,0,,,,,25.07,,N,,,15,,24568,824,22,17,-,1,4056,0,C,3,1
B17A172611,HD1126,FKR01159,4008.RR,Final Drive-Rt Rea,18-Jan-17,14-Jan-17,17-Jan-17,,244,244,27315,FALSE,,B,18-Jan-17,FALSE,FALSE,FALSE,8,2,0,9,1,1,0,0,3,0,10,1111,16,3309,1118,1,,,,,23.88,,N,,,10,,16600,421,21,16,-,0,3811,245,A,1,0
B18L182813,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,19-Dec-18,16-Dec-18,18-Dec-18,0,594,594,36982,FALSE,,B,19-Dec-18,FALSE,FALSE,FALSE,4,1,0,6,0,1,0,0,1,0,0,1061,9,2614,1000,0,,,,,25.56,,N,,,60,,25875,1202,22,17,-,0,5880,10120,A,1,0
B18K271732,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,27-Nov-18,24-Nov-18,26-Nov-18,0,260,260,36648,FALSE,,B,28-Nov-18,FALSE,FALSE,FALSE,5,1,0,4,1,1,0,0,3,1,0,993,10,2737,1025,0,,,,,25.47,,N,,,1,,5876,193,20,15,-,0,5546,10454,A,1,0
B18K082714,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,09-Nov-18,05-Nov-18,06-Nov-18,0,1037,2160,36388,TRUE,,B,09-Nov-18,FALSE,FALSE,FALSE,4,2,0,10,0,2,0,0,3,0,1,1118,10,2568,966,1,,,,,24.26,,N,,,4,,14825,133,21,14,-,0,5286,10714,B,2,1
B18J191119,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,19-Oct-18,16-Oct-18,18-Oct-18,0,1914,1914,36142,FALSE,,B,20-Oct-18,FALSE,FALSE,FALSE,5,1,0,10,0,2,0,0,2,1,1,1110,7,2868,1081,1,,,,,24.92,,N,,,15,,20725,369,22,16,-,0,5040,10960,B,2,0
B18J011019,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,01-Oct-18,28-Sep-18,01-Oct-18,0,1684,1684,35912,FALSE,,B,01-Oct-18,FALSE,FALSE,FALSE,4,1,0,4,1,1,0,0,0,0,0,1056,9,2555,964,0,,,,,25.23,,N,,,0,,8304,215,20,15,-,0,4810,11190,B,2,0
B18I122927,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,13-Sep-18,10-Sep-18,12-Sep-18,0,1376,1376,35604,FALSE,,B,13-Sep-18,FALSE,FALSE,FALSE,2,2,0,3,0,1,0,0,3,0,0,1229,12,3205,1179,1,,,,,24.23,,N,,,0,,5333,150,20,14,-,0,4502,11498,A,1,0
B18G262010,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,27-Jul-18,24-Jul-18,26-Jul-18,0,779,779,35007,FALSE,,B,27-Jul-18,FALSE,FALSE,FALSE,3,1,0,8,0,0,0,0,0,1,0,1055,10,2827,1004,0,,,,,23.91,,N,,,1,,6485,135,20,14,-,0,3905,12095,A,1,0
B18G021927,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,02-Jul-18,30-Jun-18,02-Jul-18,0,498,498,34726,FALSE,,B,02-Jul-18,FALSE,FALSE,FALSE,5,1,0,6,0,2,0,0,1,2,0,1230,10,3056,1112,1,,,,,23.9,,N,,,0,,11802,356,21,16,-,0,3624,12376,A,1,0
B18F113021,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,12-Jun-18,09-Jun-18,11-Jun-18,0,264,264,34492,FALSE,,B,12-Jun-18,FALSE,FALSE,FALSE,3,0,0,4,1,1,0,0,1,0,0,1031,9,2601,991,1,,,,,23.7,,N,,,3,,8372,299,20,15,-,0,3390,12610,A,1,0
B18E240126,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,24-May-18,22-May-18,23-May-18,0,1003,1003,34228,TRUE,,B,24-May-18,FALSE,FALSE,FALSE,4,1,0,13,0,2,0,0,1,1,0,1133,8,2876,1095,0,,,,,23.59,,N,,,13,,26102,517,22,16,-,0,3126,12874,A,1,1
B18E080823,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,08-May-18,04-May-18,07-May-18,0,735,735,33960,FALSE,,B,08-May-18,FALSE,FALSE,FALSE,6,1,0,13,1,2,0,1,2,1,0,1127,8,2923,1070,0,,,,,23.39,,N,,,15,,15911,355,21,16,-,0,2858,13142,A,1,0
B18D140115,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,14-Apr-18,13-Apr-18,14-Apr-18,0,505,505,33730,FALSE,,B,14-Apr-18,FALSE,FALSE,FALSE,4,2,0,8,0,1,0,0,1,1,0,1204,8,2993,1138,0,,,,,24.19,,N,,,8,,23626,692,22,17,-,0,2628,13372,A,1,0
B18C240303,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,24-Mar-18,23-Mar-18,24-Mar-18,0,249,249,33474,FALSE,,B,24-Mar-18,FALSE,FALSE,FALSE,5,1,0,9,0,1,0,0,1,2,0,1112,10,3084,1061,0,,,,,24.09,,N,,,4,,10380,249,21,15,-,0,2372,13628,A,1,0
B18C011709,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,01-Mar-18,28-Feb-18,01-Mar-18,0,1055,1055,33225,TRUE,,B,01-Mar-18,FALSE,FALSE,FALSE,5,1,0,15,1,3,0,0,0,0,1,1044,9,2777,973,0,,,,,25.19,,N,,,12,,19874,330,21,16,-,0,2123,13877,A,1,1
B18B050939,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,05-Feb-18,03-Feb-18,05-Feb-18,0,770,770,32940,FALSE,,B,06-Feb-18,FALSE,FALSE,FALSE,6,2,0,14,0,3,0,0,0,2,1,1226,11,3087,1122,0,,,,,23.95,,N,,,3,,17805,474,21,16,-,0,1838,14162,A,1,0
B18A190533,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,19-Jan-18,18-Jan-18,19-Jan-18,0,515,515,32685,FALSE,,B,19-Jan-18,FALSE,FALSE,FALSE,6,1,0,14,1,1,0,0,1,1,1,1089,10,2972,1030,0,,,,,24.68,,N,,,22,,19796,797,21,17,-,0,1583,14417,B,2,0
B18A050304,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,05-Jan-18,02-Jan-18,03-Jan-18,0,263,263,32433,FALSE,,B,06-Jan-18,FALSE,FALSE,FALSE,2,1,0,8,0,1,0,0,0,1,0,1131,10,2941,1159,0,,,,,24.07,,N,,,10,,12545,632,21,16,-,0,1331,14669,B,2,0
B17L152630,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,16-Dec-17,14-Dec-17,15-Dec-17,0,1068,1068,32170,TRUE,,B,16-Dec-17,FALSE,FALSE,FALSE,22,2,0,65,1,11,0,0,3,1,0,1230,10,3182,1213,0,,,,,23.75,,N,,,35,,48546,2746,23,19,-,0,1068,14932,B,2,1
B17K240707,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,24-Nov-17,22-Nov-17,24-Nov-17,0,791,791,31893,FALSE,,B,24-Nov-17,FALSE,FALSE,FALSE,19,2,1,51,1,8,1,1,5,1,0,1196,10,2903,1099,0,,,,,23.42,,N,,,49,,47455,2587,23,19,-,0,791,15209,B,2,0
B17K062139,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,07-Nov-17,04-Nov-17,06-Nov-17,0,551,551,31653,FALSE,,B,07-Nov-17,FALSE,FALSE,FALSE,15,3,1,58,2,9,1,0,5,1,0,1172,10,3165,1029,0,,,,,23.44,,N,,,43,,49901,3929,23,19,-,0,551,15449,B,2,0
B17J160423,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,16-Oct-17,14-Oct-17,16-Oct-17,0,265,265,31367,FALSE,,B,16-Oct-17,FALSE,FALSE,FALSE,18,2,0,40,0,5,0,0,4,1,0,1291,11,3393,1217,0,,,,,23.29,,N,,,55,,40296,5725,23,20,-,0,265,15735,A,1,0
B17I251526,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,25-Sep-17,23-Sep-17,25-Sep-17,0,1167,1167,31102,TRUE,,B,25-Sep-17,FALSE,FALSE,FALSE,7,1,0,10,1,1,0,0,0,1,0,1135,10,3004,1076,0,,,,,25.26,,N,,,9,,18419,430,21,16,-,1,16166,0,A,1,1
B17I052535,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,06-Sep-17,02-Sep-17,05-Sep-17,,825,825,30760,FALSE,,B,06-Sep-17,FALSE,FALSE,FALSE,7,1,0,8,0,1,0,0,1,0,0,1171,11,2995,1118,0,,,,,25.95,,N,,,4,,10525,244,21,15,-,0,15824,342,A,1,0
B17H162535,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,17-Aug-17,14-Aug-17,16-Aug-17,,548,548,30483,FALSE,,B,17-Aug-17,FALSE,FALSE,FALSE,4,0,0,4,0,0,0,0,1,1,0,1313,12,3676,1273,0,,,,,24.42,,N,,,0,,9273,292,20,15,-,0,15547,619,A,1,0
B17G280618,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,28-Jul-17,26-Jul-17,28-Jul-17,,267,267,30202,FALSE,,B,28-Jul-17,FALSE,FALSE,FALSE,3,1,0,4,0,1,0,0,1,0,0,1271,12,3289,1132,1,,,,,25.76,,N,,,0,,4927,438,19,16,-,0,15266,900,A,1,0
B17G071439,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,08-Jul-17,06-Jul-17,07-Jul-17,,1038,1038,29935,TRUE,,B,08-Jul-17,FALSE,FALSE,FALSE,4,1,0,6,0,2,0,0,3,0,3,1240,9,3265,1116,0,,,,,24.41,,N,,,7,,13207,339,21,16,-,0,14999,1167,A,1,1
B17F141632,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,14-Jun-17,12-Jun-17,14-Jun-17,,756,756,29653,FALSE,,B,14-Jun-17,FALSE,FALSE,FALSE,5,1,0,5,1,1,0,0,4,0,3,1253,9,3026,1170,0,,,,,25.66,,N,,,3,,9801,742,20,17,-,0,14717,1449,A,1,0
B17E270308,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,27-May-17,25-May-17,27-May-17,,513,513,29410,FALSE,,B,27-May-17,FALSE,FALSE,FALSE,5,1,0,5,0,1,0,0,2,1,3,1247,14,3281,1131,1,,,,,24.68,,N,,,3,,8975,289,20,15,-,0,14474,1692,A,1,0
B17E042106,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,05-May-17,02-May-17,04-May-17,,240,240,29137,FALSE,,B,05-May-17,FALSE,FALSE,FALSE,5,1,0,3,1,0,0,0,4,0,2,1133,9,3042,1064,1,,,,,24.64,,N,,,2,,5890,284,20,15,-,0,14201,1965,A,1,0
B17D181433,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,18-Apr-17,17-Apr-17,18-Apr-17,,1105,1105,28897,TRUE,,B,18-Apr-17,FALSE,FALSE,FALSE,5,1,0,6,0,2,0,0,0,1,6,1018,8,2754,966,1,,,,,24.44,,N,,,2,,16980,364,21,16,-,0,13961,2205,A,1,1
B17C292813,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,30-Mar-17,27-Mar-17,29-Mar-17,,815,815,28607,FALSE,,B,30-Mar-17,FALSE,FALSE,FALSE,4,1,0,6,1,1,0,0,0,1,6,1082,9,2992,1013,1,,,,,24.07,,N,,,4,,15861,368,21,16,-,0,13671,2495,A,1,0
B17C100505,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,10-Mar-17,09-Mar-17,10-Mar-17,,563,563,28355,FALSE,,B,10-Mar-17,FALSE,FALSE,FALSE,6,1,0,6,0,1,0,0,0,1,7,1200,10,3225,1148,2,,,,,24.47,,N,,,6,,10928,260,21,15,-,0,13419,2747,A,1,0
B17B141210,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,14-Feb-17,13-Feb-17,14-Feb-17,,270,270,28062,FALSE,,B,14-Feb-17,FALSE,FALSE,FALSE,5,1,0,3,1,0,0,0,4,1,7,1105,10,3357,1157,0,,,,,24.39,,N,,,0,,7161,292,20,15,-,0,13126,3040,A,1,0
B17A250709,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,25-Jan-17,24-Jan-17,25-Jan-17,,1015,1015,27792,TRUE,,B,25-Jan-17,FALSE,FALSE,FALSE,3,1,0,2,0,0,0,0,2,1,7,1172,11,3185,1100,1,,,,,24.32,,N,,,0,,28774,440,22,16,-,0,12856,3310,A,1,1
B17A060428,HD1127,FKR01160,4008.LR,Final Drive-Lt Rea,06-Jan-17,04-Jan-17,06-Jan-17,,760,760,27537,FALSE,,B,06-Jan-17,FALSE,FALSE,FALSE,5,1,0,5,0,1,0,0,1,1,0,988,8,2503,916,0,,,,,24.05,,N,,,8,,15246,983,21,17,-,0,12601,3565,A,1,0
B18L182812,HD1127,FKR01160,4008.RR,Final Drive-Rt Rea,19-Dec-18,16-Dec-18,18-Dec-18,0,594,594,36982,FALSE,,B,19-Dec-18,FALSE,FALSE,FALSE,5,1,0,6,1,1,0,0,0,0,0,1083,9,2684,1010,1,,,,,25.35,,N,,,57,,28674,1418,22,18,-,0,5880,10120,A,1,0
B18K271731,HD1127,FKR01160,4008.RR,Final Drive-Rt Rea,27-Nov-18,24-Nov-18,26-Nov-18,0,260,260,36648,FALSE,,B,28-Nov-18,FALSE,FALSE,FALSE,6,1,0,4,1,1,0,0,4,1,0,1026,11,3050,1139,0,,,,,25.16,,N,,,0,,6557,247,20,15,-,0,5546,10454,A,1,0
B18K082713,HD1127,FKR01160,4008.RR,Final Drive-Rt Rea,09-Nov-18,05-Nov-18,06-Nov-18,0,1037,2160,36388,TRUE,,B,09-Nov-18,FALSE,FALSE,FALSE,4,0,0,9,0,2,0,0,3,0,1,1057,9,2406,907,1,,,,,24.13,,N,,,7,,13267,141,21,14,-,0,5286,10714,B,2,1
B18J191118,HD1127,FKR01160,4008.RR,Final Drive-Rt Rea,19-Oct-18,16-Oct-18,18-Oct-18,0,1914,1914,36142,FALSE,,B,20-Oct-18,FALSE,FALSE,FALSE,6,1,0,9,0,2,0,0,2,0,0,1184,7,2997,1055,1,,,,,24.93,,N,,,12,,20317,262,22,15,-,0,5040,10960,A,1,0
B18J011018,HD1127,FKR01160,4008.RR,Final Drive-Rt Rea,01-Oct-18,28-Sep-18,01-Oct-18,0,1684,1684,35912,FALSE,,B,01-Oct-18,FALSE,FALSE,FALSE,4,1,0,5,1,1,0,0,0,1,0,1094,9,2714,1023,0,,,,,24.94,,N,,,3,,11559,269,21,15,-,0,4810,11190,B,2,0
B18I122926,HD1127,FKR01160,4008.RR,Final Drive-Rt Rea,13-Sep-18,10-Sep-18,12-Sep-18,0,1376,1376,35604,FALSE,,B,13-Sep-18,FALSE,FALSE,FALSE,2,2,0,3,0,1,0,0,3,0,0,1156,10,2960,1063,0,,,,,24.23,,N,,,0,,6619,281,20,15,-,0,4502,11498,A,1,0
B18G262009,HD1127,FKR01160,4008.RR,Final Drive-Rt Rea,27-Jul-18,24-Jul-18,26-Jul-18,0,779,779,35007,FALSE,,B,27-Jul-18,FALSE,FALSE,FALSE,3,1,0,5,0,0,0,0,0,0,0,1116,10,3014,1061,1,,,,,24.02,,N,,,1,,4722,98,19,14,-,0,3905,12095,A,1,0
B18G021926,HD1127,FKR01160,4008.RR,Final Drive-Rt Rea,02-Jul-18,30-Jun-18,02-Jul-18,0,498,498,34726,FALSE,,B,02-Jul-18,FALSE,FALSE,FALSE,5,1,0,5,0,2,0,0,1,2,0,1173,9,2862,1059,1,,,,,23.67,,N,,,3,,10157,301,21,15,-,0,3624,12376,A,1,0
B18F113020,HD1127,FKR01160,4008.RR,Final Drive-Rt Rea,12-Jun-18,09-Jun-18,11-Jun-18,0,264,264,34492,FALSE,,B,12-Jun-18,FALSE,FALSE,FALSE,5,0,0,4,1,1,0,0,0,1,1,1082,9,2747,1061,2,,,,,23.69,,N,,,12,,13677,1032,21,17,-,0,3390,12610,A,1,0
B18E240125,HD1127,FKR01160,4008.RR,Final Drive-Rt Rea,24-May-18,22-May-18,23-May-18,0,1003,1003,34228,TRUE,,B,24-May-18,FALSE,FALSE,FALSE,4,1,0,13,0,3,0,0,1,1,0,1125,8,2790,1090,0,,,,,23.76,,N,,,12,,24489,520,22,16,-,0,3126,12874,A,1,1
B18E080822,HD1127,FKR01160,4008.RR,Final Drive-Rt Rea,08-May-18,04-May-18,07-May-18,0,735,735,33960,FALSE,,B,08-May-18,FALSE,FALSE,FALSE,5,1,0,14,1,2,0,1,2,1,2,1119,8,2805,1063,0,,,,,23.83,,N,,,12,,16238,337,21,16,-,0,2858,13142,A,1,0
B18D140114,HD1127,FKR01160,4008.RR,Final Drive-Rt Rea,14-Apr-18,13-Apr-18,14-Apr-18,0,505,505,33730,FALSE,,B,14-Apr-18,FALSE,FALSE,FALSE,4,1,0,8,0,1,0,0,1,0,0,1225,8,3029,1136,0,,,,,23.77,,N,,,7,,17727,507,21,16,-,0,2628,13372,A,1,0
B18C240302,HD1127,FKR01160,4008.RR,Final Drive-Rt Rea,24-Mar-18,23-Mar-18,24-Mar-18,0,249,249,33474,FALSE,,B,24-Mar-18,FALSE,FALSE,FALSE,5,1,0,8,0,1,0,0,1,2,0,1134,10,3079,1058,0,,,,,23.23,,N,,,0,,10919,372,21,16,-,0,2372,13628,A,1,0
B18C011708,HD1127,FKR01160,4008.RR,Final Drive-Rt Rea,01-Mar-18,28-Feb-18,01-Mar-18,0,1055,1055,33225,TRUE,,B,01-Mar-18,FALSE,FALSE,FALSE,5,1,0,15,1,3,1,0,0,0,1,1069,9,2846,986,1,,,,,24.95,,N,,,13,,19471,305,21,15,-,0,2123,13877,A,1,1
B18B050938,HD1127,FKR01160,4008.RR,Final Drive-Rt Rea,05-Feb-18,03-Feb-18,05-Feb-18,0,770,770,32940,FALSE,,B,06-Feb-18,FALSE,FALSE,FALSE,6,2,0,15,1,2,0,0,0,2,1,1221,11,3057,1136,0,,,,,24.07,,N,,,6,,18798,567,21,16,-,0,1838,14162,A,1,0
B18A190532,HD1127,FKR01160,4008.RR,Final Drive-Rt Rea,19-Jan-18,18-Jan-18,19-Jan-18,0,515,515,32685,FALSE,,B,19-Jan-18,FALSE,FALSE,FALSE,6,1,0,14,0,2,0,0,1,1,1,1094,11,3006,1040,0,,,,,24.87,,N,,,9,,16941,453,21,16,-,0,1583,14417,B,2,0
B18A050303,HD1127,FKR01160,4008.RR,Final Drive-Rt Rea,05-Jan-18,02-Jan-18,03-Jan-18,0,263,263,32433,FALSE,,B,06-Jan-18,FALSE,FALSE,FALSE,2,1,0,8,0,1,0,0,0,1,0,1134,10,2947,1156,0,,,,,24.5,,N,,,6,,12237,508,21,16,-,0,1331,14669,A,1,0
